2013 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"NSW","117","Eden-Monaro","673","Bega Central","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","33.330"
"NSW","117","Eden-Monaro","673","Bega Central","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","66.670"
"NSW","117","Eden-Monaro","673","Bega Central","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","40.000"
"NSW","117","Eden-Monaro","673","Bega Central","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","60.000"
"NSW","117","Eden-Monaro","675","Bemboka","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","158","56.430"
"NSW","117","Eden-Monaro","675","Bemboka","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","122","43.570"
"NSW","117","Eden-Monaro","675","Bemboka","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","25.000"
"NSW","117","Eden-Monaro","675","Bemboka","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","75.000"
"NSW","117","Eden-Monaro","675","Bemboka","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","44.440"
"NSW","117","Eden-Monaro","675","Bemboka","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","55.560"
"NSW","117","Eden-Monaro","675","Bemboka","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","37","97.370"
"NSW","117","Eden-Monaro","675","Bemboka","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","2.630"
"NSW","117","Eden-Monaro","675","Bemboka","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","675","Bemboka","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","675","Bemboka","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","50.000"
"NSW","117","Eden-Monaro","675","Bemboka","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","50.000"
"NSW","117","Eden-Monaro","675","Bemboka","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","50.000"
"NSW","117","Eden-Monaro","675","Bemboka","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","50.000"
"NSW","117","Eden-Monaro","676","Bermagui","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","496","46.230"
"NSW","117","Eden-Monaro","676","Bermagui","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","577","53.770"
"NSW","117","Eden-Monaro","676","Bermagui","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","50.000"
"NSW","117","Eden-Monaro","676","Bermagui","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","50.000"
"NSW","117","Eden-Monaro","676","Bermagui","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","24","55.810"
"NSW","117","Eden-Monaro","676","Bermagui","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","19","44.190"
"NSW","117","Eden-Monaro","676","Bermagui","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","7","5.150"
"NSW","117","Eden-Monaro","676","Bermagui","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","129","94.850"
"NSW","117","Eden-Monaro","676","Bermagui","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","50.000"
"NSW","117","Eden-Monaro","676","Bermagui","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","50.000"
"NSW","117","Eden-Monaro","676","Bermagui","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","10","62.500"
"NSW","117","Eden-Monaro","676","Bermagui","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","37.500"
"NSW","117","Eden-Monaro","676","Bermagui","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","85.710"
"NSW","117","Eden-Monaro","676","Bermagui","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","14.290"
"NSW","117","Eden-Monaro","677","Berridale","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","148","35.840"
"NSW","117","Eden-Monaro","677","Berridale","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","265","64.160"
"NSW","117","Eden-Monaro","677","Berridale","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","677","Berridale","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","677","Berridale","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","31","52.540"
"NSW","117","Eden-Monaro","677","Berridale","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","28","47.460"
"NSW","117","Eden-Monaro","677","Berridale","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","20.690"
"NSW","117","Eden-Monaro","677","Berridale","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","23","79.310"
"NSW","117","Eden-Monaro","677","Berridale","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","677","Berridale","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","677","Berridale","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","33.330"
"NSW","117","Eden-Monaro","677","Berridale","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","66.670"
"NSW","117","Eden-Monaro","677","Berridale","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","20.000"
"NSW","117","Eden-Monaro","677","Berridale","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","80.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","47","68.120"
"NSW","117","Eden-Monaro","678","Bibbenluke","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","22","31.880"
"NSW","117","Eden-Monaro","678","Bibbenluke","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","100.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","100.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","66.670"
"NSW","117","Eden-Monaro","678","Bibbenluke","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","33.330"
"NSW","117","Eden-Monaro","678","Bibbenluke","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","678","Bibbenluke","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","159","64.900"
"NSW","117","Eden-Monaro","679","Bimbimbie","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","86","35.100"
"NSW","117","Eden-Monaro","679","Bimbimbie","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","100.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","6","40.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","9","60.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","4.760"
"NSW","117","Eden-Monaro","679","Bimbimbie","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","20","95.240"
"NSW","117","Eden-Monaro","679","Bimbimbie","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","50.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","50.000"
"NSW","117","Eden-Monaro","679","Bimbimbie","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","57.140"
"NSW","117","Eden-Monaro","679","Bimbimbie","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","42.860"
"NSW","117","Eden-Monaro","679","Bimbimbie","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","66.670"
"NSW","117","Eden-Monaro","679","Bimbimbie","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","33.330"
"NSW","117","Eden-Monaro","680","Bodalla","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","250","55.070"
"NSW","117","Eden-Monaro","680","Bodalla","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","204","44.930"
"NSW","117","Eden-Monaro","680","Bodalla","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","680","Bodalla","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","680","Bodalla","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","13","50.000"
"NSW","117","Eden-Monaro","680","Bodalla","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","13","50.000"
"NSW","117","Eden-Monaro","680","Bodalla","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","8.200"
"NSW","117","Eden-Monaro","680","Bodalla","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","56","91.800"
"NSW","117","Eden-Monaro","680","Bodalla","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","680","Bodalla","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","680","Bodalla","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","54.550"
"NSW","117","Eden-Monaro","680","Bodalla","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","45.450"
"NSW","117","Eden-Monaro","680","Bodalla","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","680","Bodalla","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","681","Bombala","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","429","58.050"
"NSW","117","Eden-Monaro","681","Bombala","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","310","41.950"
"NSW","117","Eden-Monaro","681","Bombala","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","42.860"
"NSW","117","Eden-Monaro","681","Bombala","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","57.140"
"NSW","117","Eden-Monaro","681","Bombala","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","28","50.910"
"NSW","117","Eden-Monaro","681","Bombala","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","27","49.090"
"NSW","117","Eden-Monaro","681","Bombala","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","21.050"
"NSW","117","Eden-Monaro","681","Bombala","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","15","78.950"
