2013 Federal Election House of Representatives Distribution of Preferences By Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,CountNum,BallotPosition,CandidateId,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
"NSW","117","Eden-Monaro","0","ABSENT","2","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","2","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","2","7","24751","THALER","Andrew Evan","IND","Independent","N","Preference Count","35"
"NSW","117","Eden-Monaro","0","ABSENT","2","7","24751","THALER","Andrew Evan","IND","Independent","N","Preference Percent","1.950"
"NSW","117","Eden-Monaro","0","ABSENT","2","7","24751","THALER","Andrew Evan","IND","Independent","N","Transfer Count","1"
"NSW","117","Eden-Monaro","0","ABSENT","2","7","24751","THALER","Andrew Evan","IND","Independent","N","Transfer Percent","8.330"
"NSW","117","Eden-Monaro","0","ABSENT","2","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Preference Count","22"
"NSW","117","Eden-Monaro","0","ABSENT","2","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Preference Percent","1.230"
"NSW","117","Eden-Monaro","0","ABSENT","2","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Transfer Count","1"
"NSW","117","Eden-Monaro","0","ABSENT","2","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Transfer Percent","8.330"
"NSW","117","Eden-Monaro","0","ABSENT","3","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Preference Count","745"
"NSW","117","Eden-Monaro","0","ABSENT","3","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Preference Percent","41.570"
"NSW","117","Eden-Monaro","0","ABSENT","3","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Transfer Count","12"
"NSW","117","Eden-Monaro","0","ABSENT","3","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Transfer Percent","54.550"
"NSW","117","Eden-Monaro","0","ABSENT","3","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","3","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","3","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","3","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","3","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Preference Count","681"
"NSW","117","Eden-Monaro","0","ABSENT","3","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Preference Percent","38.000"
"NSW","117","Eden-Monaro","0","ABSENT","3","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Transfer Count","3"
"NSW","117","Eden-Monaro","0","ABSENT","3","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Transfer Percent","13.640"
"NSW","117","Eden-Monaro","0","ABSENT","3","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Preference Count","109"
"NSW","117","Eden-Monaro","0","ABSENT","3","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Preference Percent","6.080"
"NSW","117","Eden-Monaro","0","ABSENT","3","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Transfer Count","1"
"NSW","117","Eden-Monaro","0","ABSENT","3","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Transfer Percent","4.550"
"NSW","117","Eden-Monaro","0","ABSENT","3","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Preference Count","217"
"NSW","117","Eden-Monaro","0","ABSENT","3","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Preference Percent","12.110"
"NSW","117","Eden-Monaro","0","ABSENT","3","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Transfer Count","1"
"NSW","117","Eden-Monaro","0","ABSENT","3","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Transfer Percent","4.550"
"NSW","117","Eden-Monaro","0","ABSENT","3","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","3","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","3","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","3","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","3","7","24751","THALER","Andrew Evan","IND","Independent","N","Preference Count","40"
"NSW","117","Eden-Monaro","0","ABSENT","3","7","24751","THALER","Andrew Evan","IND","Independent","N","Preference Percent","2.230"
"NSW","117","Eden-Monaro","0","ABSENT","3","7","24751","THALER","Andrew Evan","IND","Independent","N","Transfer Count","5"
"NSW","117","Eden-Monaro","0","ABSENT","3","7","24751","THALER","Andrew Evan","IND","Independent","N","Transfer Percent","22.730"
